ID,Sex,Age,Address,Family_size,Parent_cohabitation_status,Mother_education_level ,Father_education_level,Mother_job,Father_job,Guardian,Traveltime,Studytime,Failures,School_support,Family_support,Parent_aid,Activities,Nursery_attend,Access_internet,In_Romantic_relationship,Family_relative,Freetime,Goout,Health,Absences,State,Race,Math_score,Reading_score,Writing_score,Attendance_rate,Suspensions,Expulsions,Teacher_support,Counseling,Social_worker_visits,Parental_involvement
ID-2852,Male,16,Rural,greater than 3,Together,none,none,teacher,health,other,1,2,4,no,yes,yes,no,no,no,no,1,5,2,excellent,68,California,Other,68,57,25,86.81,2,1,yes,no,1,low
ID-236,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),none,other,services,father,3,3,1,yes,yes,no,yes,no,no,no,5,5,2,fair,11,Florida,Asian,60,23,32,95.73,0,0,no,no,4,medium
ID-3415,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,other,teacher,mother,1,3,4,no,no,yes,yes,yes,no,no,3,1,4,excellent,9,Texas,Other,93,62,3,84.25,3,0,no,yes,0,medium
ID-1239,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),health,health,father,1,3,4,no,yes,no,yes,no,no,no,1,2,5,peak,74,Florida,African American,48,99,65,79.63,1,1,no,no,4,medium
ID-1738,Male,18,Rural,greater than 3,Apart,primary (4th grade),secondary,other,teacher,other,2,3,4,no,yes,no,yes,no,yes,yes,3,1,1,good,75,California,African American,28,54,29,91.94,1,1,yes,no,2,low
ID-2851,Male,17,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),other,at_home,father,4,1,4,no,yes,no,no,yes,yes,no,1,4,1,fair,26,California,Other,58,3,72,81.86,3,0,no,yes,0,low
ID-501,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),at_home,services,father,3,3,4,no,yes,no,yes,no,yes,no,4,2,2,poor,64,Florida,Other,22,24,65,94.66,2,1,yes,no,1,high
ID-2808,Male,15,Rural,greater than 3,Apart,secondary,higher education,other,health,other,2,2,3,no,no,no,no,no,no,no,1,1,1,good,91,Texas,Hispanic,60,60,55,70.36,3,1,no,yes,3,low
ID-756,Male,17,Rural,greater than 3,Together,secondary,higher education,services,other,other,2,1,4,no,yes,yes,no,yes,yes,no,4,3,5,good,52,Texas,African American,0,30,92,73.48,1,0,no,no,2,medium
ID-1980,Male,16,Rural,greater than 3,Together,none,primary (5th-9th grade),teacher,at_home,other,3,1,1,yes,yes,yes,yes,no,yes,yes,1,4,1,fair,23,Texas,Hispanic,68,20,9,73.08,1,1,yes,yes,0,high
ID-1011,Male,18,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),at_home,services,mother,4,3,4,no,no,no,no,no,yes,yes,2,1,2,fair,33,California,Asian,47,93,39,71.05,3,1,yes,yes,3,low
ID-2101,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),health,other,father,4,3,4,no,yes,yes,yes,yes,yes,yes,4,3,4,peak,22,California,African American,3,4,71,75.04,2,0,no,yes,0,low
ID-1723,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),other,health,father,1,4,4,no,yes,yes,no,no,yes,yes,1,4,4,excellent,15,Florida,Hispanic,10,67,56,99.61,1,1,no,yes,2,high
ID-4924,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,at_home,mother,2,4,4,yes,yes,yes,yes,no,yes,yes,1,1,5,peak,90,California,White,42,95,48,84.45,2,0,yes,no,4,medium
ID-67,Male,19,Rural,greater than 3,Together,primary (4th grade),none,other,at_home,mother,3,4,4,yes,no,yes,no,no,no,yes,1,1,4,good,58,California,Asian,13,4,65,82.67,1,1,no,no,1,medium
ID-4920,Male,15,Rural,greater than 3,Together,none,higher education,at_home,teacher,father,3,2,2,no,no,no,no,no,no,no,3,3,3,good,36,Florida,African American,31,15,92,97.31,0,1,yes,yes,0,high
ID-4677,Male,15,Rural,greater than 3,Together,higher education,primary (5th-9th grade),other,services,father,1,2,4,no,yes,yes,no,yes,no,yes,5,2,3,excellent,75,California,White,99,90,18,93.85,2,1,yes,yes,1,low
ID-1965,Male,19,Rural,greater than 3,Together,secondary,primary (4th grade),teacher,health,mother,1,4,4,no,no,no,no,no,no,yes,2,5,5,fair,56,California,Other,55,11,20,78.17,0,1,no,no,0,high
ID-580,Male,17,Rural,greater than 3,Together,secondary,primary (5th-9th grade),teacher,at_home,father,1,1,1,no,yes,no,no,yes,no,yes,5,2,4,fair,27,Texas,White,76,64,71,94.13,3,1,no,no,0,high
ID-2753,Male,19,Rural,greater than 3,Apart,secondary,secondary,teacher,services,mother,4,1,4,yes,no,no,yes,no,yes,yes,3,3,2,fair,74,California,Other,95,65,55,72.48,0,0,yes,yes,3,high
ID-1400,Male,15,Rural,greater than 3,Apart,secondary,higher education,at_home,services,other,1,4,2,no,yes,yes,no,no,yes,no,3,1,4,fair,93,Texas,Other,49,71,60,91.47,2,1,no,yes,2,medium
ID-4026,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),at_home,at_home,mother,4,4,1,yes,no,no,no,no,no,yes,1,5,5,fair,21,California,Other,61,42,23,70.55,3,1,no,yes,0,high
ID-4048,Male,16,Rural,greater than 3,Together,primary (4th grade),higher education,at_home,teacher,other,3,2,1,no,yes,no,yes,yes,no,no,5,2,5,fair,7,Texas,Other,8,97,95,76.31,1,1,no,yes,3,low
ID-1810,Male,18,Rural,greater than 3,Apart,primary (4th grade),higher education,services,other,father,3,1,1,no,yes,yes,no,yes,no,no,4,3,4,good,85,Texas,Asian,30,24,14,96.62,2,0,yes,no,2,medium
ID-2373,Male,18,Rural,greater than 3,Apart,secondary,higher education,teacher,at_home,mother,1,4,4,no,no,no,no,no,yes,yes,4,4,4,fair,66,Florida,Other,50,97,5,81.2,3,0,no,yes,2,high
ID-2316,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),services,services,other,2,1,2,yes,yes,no,no,no,yes,no,4,2,4,peak,32,California,Other,49,45,81,84.1,1,1,no,yes,0,high
ID-4144,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),none,at_home,at_home,father,3,1,4,no,no,no,no,yes,yes,yes,3,1,5,good,14,Texas,Other,80,0,42,89.41,2,1,no,yes,2,low
ID-2289,Male,17,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),at_home,other,other,1,2,2,no,yes,yes,no,yes,no,yes,4,1,5,good,10,California,African American,76,77,76,90.82,2,1,no,yes,2,medium
ID-652,Male,18,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),at_home,health,other,3,4,4,yes,yes,yes,yes,yes,yes,no,3,3,2,peak,47,Texas,Hispanic,29,31,68,74.37,3,1,no,no,4,low
ID-2147,Male,19,Rural,greater than 3,Together,higher education,primary (5th-9th grade),services,other,other,4,1,1,yes,yes,no,no,no,yes,yes,4,4,2,fair,0,Florida,White,25,60,43,97.83,0,0,yes,no,1,low
ID-2320,Male,17,Rural,greater than 3,Together,secondary,higher education,teacher,at_home,mother,1,2,3,no,yes,yes,no,no,no,yes,1,5,5,peak,21,Florida,White,10,28,79,87.05,3,1,no,yes,4,high
ID-2210,Male,18,Rural,greater than 3,Apart,none,none,services,health,father,3,4,3,yes,no,no,yes,yes,no,yes,1,2,5,good,93,California,Hispanic,2,47,19,87.96,2,0,no,no,2,low
ID-2169,Male,17,Rural,greater than 3,Together,none,primary (4th grade),health,other,mother,4,4,4,yes,yes,yes,yes,no,yes,yes,2,5,3,fair,52,California,Asian,53,82,2,89.22,3,1,no,yes,4,medium
ID-3505,Male,19,Rural,greater than 3,Together,secondary,primary (4th grade),services,teacher,other,3,2,1,no,no,no,no,no,no,no,4,2,5,poor,41,California,Other,82,93,4,95.59,3,1,yes,no,4,medium
ID-707,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),at_home,teacher,father,2,3,2,yes,no,yes,no,yes,no,no,5,1,2,poor,33,Florida,African American,21,22,40,76.31,3,0,no,yes,3,high
ID-913,Male,19,Rural,greater than 3,Apart,secondary,primary (4th grade),other,services,father,3,2,2,no,yes,yes,yes,yes,yes,no,1,5,3,good,13,Florida,White,48,68,73,97.34,3,1,yes,yes,1,low
ID-2124,Male,15,Rural,greater than 3,Apart,primary (4th grade),secondary,services,teacher,other,3,1,4,yes,no,yes,yes,no,yes,no,3,4,3,good,44,California,Hispanic,54,86,80,93.42,0,0,yes,yes,0,high
ID-2874,Male,17,Rural,greater than 3,Together,higher education,none,other,other,father,3,1,4,yes,yes,yes,yes,no,yes,no,3,5,1,fair,30,California,Other,85,98,30,76.72,3,1,yes,no,0,high
ID-4085,Male,16,Rural,greater than 3,Apart,none,higher education,teacher,services,father,3,3,4,yes,yes,yes,no,no,no,yes,5,3,5,peak,92,Texas,White,62,52,93,93.96,0,1,no,yes,3,high
ID-4090,Male,17,Rural,greater than 3,Together,secondary,secondary,other,other,other,3,2,1,yes,no,yes,no,yes,no,yes,1,3,4,peak,24,California,White,95,70,77,85.13,3,0,no,no,0,medium
ID-29,Male,17,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),other,teacher,mother,2,2,4,yes,no,no,no,no,no,yes,1,2,1,peak,1,Florida,White,70,94,77,87.27,0,0,no,yes,4,high
ID-3318,Male,18,Rural,greater than 3,Apart,none,higher education,other,services,other,3,2,4,yes,yes,no,yes,yes,yes,no,4,5,4,good,40,California,Other,63,77,46,99.78,3,0,no,no,2,low
ID-1443,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),teacher,at_home,other,3,3,1,yes,yes,no,no,yes,yes,yes,2,1,5,fair,71,Florida,Asian,87,90,92,70.39,0,0,no,no,4,high
ID-3424,Male,17,Rural,greater than 3,Together,primary (4th grade),higher education,services,services,father,4,1,2,yes,yes,no,yes,no,yes,no,1,1,2,excellent,1,Florida,Hispanic,72,86,68,98.09,2,1,yes,no,4,medium
ID-1546,Male,19,Rural,greater than 3,Apart,higher education,higher education,health,health,other,4,1,1,no,no,no,yes,no,no,no,1,2,2,peak,65,California,Hispanic,46,25,3,91.76,3,1,no,no,3,high
ID-4434,Male,19,Rural,greater than 3,Together,none,higher education,other,at_home,father,4,3,4,no,yes,no,no,no,no,yes,2,3,5,good,32,Florida,White,88,70,95,80.45,0,1,yes,no,1,low
ID-2583,Male,18,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),services,health,father,3,1,4,yes,no,no,yes,yes,no,no,4,2,5,good,24,Texas,Asian,85,20,26,91.88,1,1,no,no,4,medium
ID-3788,Male,15,Rural,greater than 3,Apart,higher education,secondary,health,teacher,father,4,3,2,no,no,yes,no,no,no,yes,2,4,3,good,0,California,Asian,23,87,96,76.08,1,0,no,no,3,low
ID-2500,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),secondary,at_home,at_home,father,2,2,1,yes,no,no,yes,no,yes,no,3,1,5,fair,20,California,Other,43,80,79,85.4,0,0,yes,yes,3,high
ID-3749,Male,19,Rural,greater than 3,Together,primary (4th grade),none,at_home,teacher,mother,1,4,1,no,yes,yes,no,yes,yes,no,5,3,1,peak,59,Florida,Hispanic,6,59,70,94.48,1,0,yes,no,2,high
ID-2865,Male,16,Rural,greater than 3,Apart,higher education,higher education,teacher,at_home,mother,3,4,3,yes,yes,yes,yes,yes,no,yes,2,3,1,excellent,47,Texas,White,52,54,76,76.28,1,1,no,no,3,low
ID-3213,Male,18,Rural,greater than 3,Together,higher education,secondary,at_home,other,other,4,1,1,yes,no,no,yes,no,no,no,4,5,2,poor,66,Florida,White,22,72,86,86.82,1,0,no,no,4,medium
ID-880,Male,18,Rural,greater than 3,Together,secondary,primary (5th-9th grade),at_home,other,mother,4,4,4,no,no,no,yes,yes,no,yes,2,1,2,fair,27,Florida,Asian,64,78,70,71.27,0,1,yes,no,0,low
ID-4160,Male,19,Rural,greater than 3,Apart,none,none,other,at_home,mother,2,4,1,no,no,no,yes,no,no,yes,2,1,4,poor,13,Texas,African American,36,67,37,95.1,1,1,yes,no,0,medium
ID-4637,Male,19,Rural,greater than 3,Together,higher education,primary (5th-9th grade),services,at_home,mother,2,1,4,no,no,no,yes,yes,no,yes,2,4,1,poor,5,Texas,Other,99,87,79,80.51,2,0,yes,yes,4,medium
ID-778,Male,16,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),services,teacher,mother,3,2,1,yes,yes,no,no,yes,yes,yes,5,2,3,fair,18,Texas,Asian,68,94,86,79.83,2,1,no,no,0,high
ID-90,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),teacher,health,father,3,2,4,yes,yes,no,yes,yes,yes,no,3,3,4,poor,0,Texas,Other,22,11,99,77.69,3,0,no,yes,2,high
ID-452,Male,15,Rural,greater than 3,Apart,secondary,higher education,other,other,father,2,2,3,yes,yes,no,yes,no,yes,no,1,3,2,excellent,61,Texas,Asian,41,7,83,91.57,1,0,yes,no,1,medium
ID-3436,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,other,services,father,2,2,4,yes,yes,yes,no,no,no,yes,3,4,4,fair,28,Texas,Asian,84,16,22,75.23,2,0,yes,yes,3,high
ID-3860,Male,18,Rural,greater than 3,Together,secondary,none,health,other,other,3,2,4,no,yes,no,no,yes,no,no,2,3,1,good,39,California,Asian,14,42,47,71.02,2,0,no,no,1,medium
ID-1520,Male,19,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),teacher,at_home,mother,3,1,4,yes,no,yes,no,no,no,no,5,2,2,peak,6,Florida,African American,65,8,77,78.35,2,1,yes,no,0,low
ID-2326,Male,15,Rural,greater than 3,Apart,primary (4th grade),none,other,services,other,4,3,2,yes,no,no,no,yes,no,no,1,5,3,fair,83,California,Hispanic,84,16,35,89.89,0,0,no,yes,1,low
ID-2938,Male,18,Rural,greater than 3,Together,higher education,none,health,other,mother,2,2,2,yes,no,yes,no,no,no,yes,2,4,1,peak,73,Florida,White,17,15,45,71.51,0,1,no,yes,2,low
ID-4358,Male,15,Rural,greater than 3,Together,higher education,higher education,at_home,other,other,1,4,2,yes,yes,yes,yes,yes,yes,yes,4,3,2,poor,69,Florida,Other,39,50,3,82.81,3,1,no,yes,0,low
ID-2931,Male,15,Rural,greater than 3,Apart,secondary,higher education,at_home,other,mother,3,4,1,no,no,no,yes,yes,yes,yes,3,3,5,poor,12,California,Asian,17,34,62,94.2,1,1,yes,yes,3,low
ID-93,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),services,health,other,3,2,4,no,no,no,yes,yes,yes,yes,3,3,3,peak,71,California,White,17,51,33,82.81,2,0,no,no,4,low
ID-3270,Male,15,Rural,greater than 3,Apart,higher education,secondary,health,teacher,father,2,2,4,no,no,yes,no,yes,yes,yes,4,1,2,excellent,16,California,Asian,78,76,81,86.57,2,0,no,yes,2,low
ID-75,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),none,other,other,other,2,2,1,no,yes,yes,no,yes,yes,no,5,3,2,poor,81,Texas,Hispanic,58,11,84,82.82,0,0,yes,no,0,medium
ID-4383,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),health,other,other,1,4,4,yes,yes,no,no,no,no,yes,1,5,1,poor,8,California,Hispanic,74,93,28,75.22,3,0,yes,yes,2,high
ID-2968,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),services,other,mother,4,3,1,yes,yes,no,yes,no,no,no,4,4,4,peak,80,Florida,Hispanic,75,66,86,99.12,0,0,no,no,4,low
ID-2541,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),higher education,at_home,other,father,3,3,2,yes,no,no,no,no,yes,no,4,5,3,excellent,69,Texas,Asian,64,68,53,75.71,3,0,no,no,3,medium
ID-3462,Male,17,Rural,greater than 3,Together,none,primary (5th-9th grade),health,health,father,4,4,2,no,yes,yes,yes,no,yes,yes,5,1,2,good,2,Florida,White,98,100,80,88.61,1,1,yes,yes,1,medium
ID-370,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,services,health,mother,4,3,1,no,no,no,no,yes,yes,yes,3,2,5,good,17,California,Hispanic,31,12,61,78.18,3,0,no,yes,2,high
ID-593,Male,17,Rural,greater than 3,Together,secondary,none,other,other,father,3,3,1,no,no,no,yes,yes,yes,no,3,2,4,excellent,18,Texas,Other,62,12,18,94.7,3,0,yes,yes,4,medium
ID-1184,Male,19,Rural,greater than 3,Apart,primary (4th grade),higher education,teacher,at_home,mother,4,3,3,no,yes,no,no,yes,no,yes,2,3,3,peak,61,Texas,African American,9,27,83,93.82,1,1,no,no,2,low
ID-4254,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,health,health,father,3,4,4,no,yes,yes,yes,no,yes,no,4,4,5,good,82,Florida,African American,11,46,28,83.68,3,1,no,yes,4,high
ID-1114,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,teacher,at_home,father,1,4,1,yes,yes,yes,no,yes,yes,yes,1,3,1,good,17,California,African American,86,43,60,75.69,1,1,no,no,2,high
ID-2342,Male,18,Rural,greater than 3,Apart,none,secondary,teacher,teacher,other,2,4,1,yes,no,yes,yes,no,no,yes,2,5,1,good,60,Texas,African American,90,62,86,71.44,1,1,no,no,4,high
ID-1326,Male,15,Rural,greater than 3,Together,secondary,none,other,at_home,other,2,1,4,no,no,yes,yes,no,no,no,4,5,5,peak,67,Florida,African American,0,68,26,84.3,3,1,yes,no,1,high
ID-1235,Male,19,Rural,greater than 3,Together,primary (4th grade),none,teacher,at_home,father,1,3,1,yes,yes,no,yes,yes,yes,yes,4,3,1,good,39,Texas,African American,96,19,17,74.92,0,1,no,no,2,medium
ID-1195,Male,16,Rural,greater than 3,Apart,primary (4th grade),higher education,other,other,father,4,2,4,no,yes,yes,yes,yes,no,no,5,2,3,fair,37,California,Asian,18,91,91,98.48,0,0,yes,yes,1,high
ID-3046,Male,16,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),health,teacher,father,2,4,4,yes,yes,no,no,yes,yes,no,3,2,3,fair,2,Florida,White,22,35,8,74.1,3,1,no,no,4,high
ID-320,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),teacher,services,other,2,4,3,yes,no,yes,yes,yes,yes,no,4,3,2,peak,19,California,Other,10,44,88,77.07,3,1,yes,no,2,medium
ID-3632,Male,19,Rural,greater than 3,Together,none,secondary,other,at_home,other,2,4,1,no,no,no,yes,no,no,no,3,1,3,good,75,Texas,White,48,81,82,93.05,2,1,no,no,2,medium
ID-4989,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),teacher,at_home,father,1,3,1,no,yes,yes,yes,no,yes,yes,2,4,5,good,35,California,Other,67,56,90,82.93,3,0,yes,no,4,low
ID-2809,Male,19,Rural,greater than 3,Apart,primary (4th grade),secondary,teacher,services,mother,4,2,2,yes,yes,no,yes,yes,yes,no,3,1,1,fair,66,Florida,Hispanic,66,86,16,80.74,0,1,no,yes,1,low
ID-4419,Male,16,Rural,greater than 3,Together,higher education,primary (5th-9th grade),other,teacher,father,3,1,1,no,yes,yes,no,yes,yes,no,1,1,3,good,38,California,Other,74,90,68,80.88,0,0,no,yes,4,low
ID-3136,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,other,mother,2,2,4,yes,yes,yes,yes,no,yes,no,3,1,1,fair,13,Texas,Asian,47,1,68,85.89,2,1,no,no,3,high
ID-4300,Male,17,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),teacher,other,mother,2,3,1,yes,yes,no,no,no,yes,no,5,3,2,good,16,Florida,Hispanic,8,41,28,86.05,2,0,no,no,4,high
ID-2465,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),health,at_home,father,4,2,4,no,no,yes,yes,yes,no,no,5,1,5,poor,7,California,African American,23,49,33,79.72,2,1,yes,yes,1,medium
ID-418,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),other,at_home,other,1,1,1,no,yes,yes,yes,yes,no,yes,5,3,3,peak,71,Texas,Asian,38,30,39,90.82,2,0,yes,no,3,medium
ID-4615,Male,15,Rural,greater than 3,Together,primary (4th grade),secondary,services,services,mother,4,4,4,yes,no,no,no,yes,yes,no,4,4,4,fair,51,California,Asian,8,81,85,78.6,0,1,no,yes,3,medium
ID-3651,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),at_home,other,other,3,4,1,no,yes,yes,yes,yes,yes,yes,5,4,4,excellent,76,California,White,14,47,29,77.19,2,0,no,no,3,medium
ID-2906,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),services,other,father,3,3,4,yes,yes,yes,no,yes,no,no,1,2,3,peak,16,Texas,White,0,86,27,96.02,2,1,yes,no,3,high
ID-2427,Male,15,Rural,greater than 3,Together,higher education,higher education,teacher,services,mother,3,4,1,no,no,no,yes,yes,yes,yes,4,4,2,excellent,74,California,Hispanic,74,79,43,73.35,2,1,no,yes,2,high
ID-2945,Male,18,Rural,greater than 3,Apart,higher education,primary (4th grade),other,at_home,father,1,1,4,yes,yes,no,yes,no,yes,yes,1,5,3,peak,60,Florida,Asian,22,25,31,99.09,3,1,yes,yes,0,high
ID-1615,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,services,health,mother,2,4,4,no,yes,no,yes,yes,no,yes,2,3,4,poor,33,Florida,Hispanic,8,24,36,86.97,3,0,yes,no,4,high
ID-3386,Male,18,Rural,greater than 3,Together,higher education,higher education,at_home,at_home,father,3,1,2,no,yes,yes,yes,no,no,yes,4,4,2,peak,44,Texas,African American,5,100,48,97.83,0,1,yes,no,3,high
ID-2414,Male,19,Rural,greater than 3,Apart,higher education,higher education,services,health,father,1,1,3,no,no,no,no,yes,no,no,2,2,4,good,11,California,White,11,34,93,99.46,2,0,no,yes,2,high
ID-4971,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),none,health,services,father,2,4,3,no,no,no,yes,no,no,no,1,3,2,good,65,Texas,Asian,53,85,97,82.49,1,1,yes,yes,1,low
ID-2636,Male,15,Rural,greater than 3,Apart,secondary,higher education,teacher,services,father,1,3,1,yes,yes,yes,yes,no,no,yes,3,1,4,good,54,Florida,African American,14,72,61,75.8,2,1,yes,no,3,low
ID-2446,Male,15,Rural,greater than 3,Apart,higher education,secondary,services,teacher,other,1,4,3,no,no,no,yes,yes,yes,yes,2,1,4,poor,50,Florida,Asian,2,33,31,98.11,0,1,yes,yes,3,low
ID-3757,Male,18,Rural,greater than 3,Apart,none,secondary,at_home,health,mother,1,1,1,no,yes,yes,no,no,no,yes,5,1,1,fair,75,Florida,African American,0,44,59,95.49,2,1,yes,yes,1,high
ID-2932,Male,15,Rural,greater than 3,Apart,none,primary (5th-9th grade),teacher,services,father,4,4,3,yes,yes,yes,no,no,no,yes,4,2,2,peak,79,Texas,Other,12,22,36,75.42,2,0,yes,no,0,low
ID-1765,Male,15,Rural,greater than 3,Together,primary (4th grade),secondary,at_home,services,father,3,4,4,no,no,yes,yes,no,yes,no,2,3,1,fair,78,Florida,African American,96,90,7,74.55,2,0,no,no,0,high
ID-2403,Male,18,Rural,greater than 3,Together,none,primary (4th grade),services,at_home,other,1,3,2,no,yes,yes,yes,no,no,yes,3,1,5,poor,13,Texas,Other,74,73,88,99.72,2,1,no,yes,2,low
ID-3453,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),services,services,mother,1,4,4,yes,no,yes,yes,no,no,no,1,4,4,excellent,57,California,White,61,15,43,87.35,0,0,yes,no,1,high
ID-607,Male,17,Rural,greater than 3,Together,none,secondary,services,other,other,4,1,4,yes,no,no,no,yes,yes,no,3,4,2,excellent,8,Florida,Other,79,3,97,83.61,3,0,no,yes,0,medium
ID-2194,Male,16,Rural,greater than 3,Apart,none,primary (5th-9th grade),teacher,services,other,1,1,1,no,no,yes,yes,no,yes,no,3,4,2,poor,80,Texas,Hispanic,2,53,18,88.73,3,1,yes,no,3,medium
ID-1344,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),secondary,teacher,at_home,father,3,4,1,yes,yes,no,no,no,no,yes,3,1,2,peak,86,California,African American,15,94,23,95.05,3,1,no,yes,3,high
ID-1224,Male,18,Rural,greater than 3,Together,secondary,secondary,services,services,mother,4,4,4,no,yes,yes,yes,yes,no,no,3,2,4,excellent,33,Texas,White,31,67,94,70.43,0,0,yes,no,4,medium
ID-2903,Male,15,Rural,greater than 3,Together,secondary,primary (5th-9th grade),other,services,mother,3,1,4,yes,no,yes,yes,yes,yes,yes,4,3,3,peak,42,Florida,Asian,89,52,21,73.03,2,1,no,no,4,medium
ID-3231,Male,19,Rural,greater than 3,Apart,none,higher education,services,health,other,2,4,4,yes,no,no,no,no,yes,no,3,5,4,poor,18,Texas,African American,27,13,66,90.5,3,0,no,yes,0,low
ID-3394,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,teacher,father,2,2,2,no,no,yes,yes,no,no,no,5,5,1,peak,91,Texas,African American,90,79,64,90.37,2,0,yes,no,4,medium
ID-3037,Male,15,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),services,other,mother,3,1,1,no,no,no,no,yes,yes,no,4,3,4,excellent,0,California,Other,80,82,73,99.56,0,1,yes,no,2,low
ID-4424,Male,17,Rural,greater than 3,Together,secondary,secondary,other,at_home,other,4,4,2,yes,no,no,no,no,yes,yes,2,2,3,good,14,California,Other,47,2,69,70.81,1,1,yes,yes,4,medium
ID-4760,Male,18,Rural,greater than 3,Together,secondary,secondary,services,teacher,mother,1,1,1,yes,no,yes,yes,no,no,no,2,1,4,peak,84,Texas,African American,47,41,41,72.37,2,1,yes,no,2,low
ID-710,Male,15,Rural,greater than 3,Apart,none,none,other,teacher,father,1,2,3,no,no,no,yes,yes,yes,yes,4,5,5,excellent,33,California,African American,26,66,46,84.41,2,1,no,no,3,medium
ID-3928,Male,17,Rural,greater than 3,Apart,none,secondary,other,health,father,1,3,1,no,no,yes,yes,no,yes,yes,2,5,5,fair,55,California,Hispanic,11,49,60,89.75,0,1,yes,no,0,low
ID-2170,Male,16,Rural,greater than 3,Together,primary (4th grade),none,at_home,teacher,other,2,4,2,no,yes,yes,no,no,yes,yes,4,1,1,excellent,81,California,Asian,34,19,70,77.75,2,1,yes,yes,2,low
ID-2972,Male,17,Rural,greater than 3,Apart,primary (4th grade),none,teacher,at_home,mother,4,4,2,yes,no,no,yes,no,yes,no,5,3,1,good,47,Texas,Hispanic,18,54,72,77.69,1,0,yes,no,0,low
ID-2,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),higher education,teacher,services,other,1,2,1,yes,no,no,yes,no,yes,no,3,1,5,poor,5,Florida,Hispanic,96,65,32,71.17,1,1,yes,yes,4,medium
ID-3332,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),none,health,services,other,3,3,1,no,no,yes,yes,yes,no,no,1,4,3,good,53,Florida,Asian,16,83,55,71.39,3,0,yes,yes,2,medium
ID-679,Male,15,Rural,greater than 3,Together,none,primary (4th grade),at_home,health,other,1,2,1,no,yes,yes,no,yes,yes,yes,2,1,3,peak,4,Florida,White,8,52,85,72.69,3,1,yes,no,1,low
ID-4399,Male,15,Rural,greater than 3,Together,secondary,higher education,health,services,mother,1,2,4,yes,no,yes,no,no,no,yes,4,2,1,excellent,72,Florida,Asian,45,25,76,72.07,0,1,yes,no,4,medium
ID-3362,Male,16,Rural,greater than 3,Apart,none,primary (5th-9th grade),other,other,father,3,1,3,yes,no,no,yes,no,yes,no,2,1,4,peak,74,California,White,11,18,49,96.41,1,1,yes,yes,0,medium
